App Name,Developer,Genre,In-app Purchases,Interactive Elements,Last Update,Minimum Age,Number of Installations,Number of Reviews,Offered By,Rating,Required Android Version,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
U-Dictionary: Oxford Dictionary Free Now Translate,"Visit website
udictionary01@gmail.com
Privacy Policy
1/F, Xiu Ping Commercial Building, 104 Jervois Street, Sheung Wan, Hong Kong",Education,₹90.00 - ₹180.00 per item,No Interactive Elements,"['June', '12', '', '2020']","Rated for 3+
Learn More","50,000,000+",573912,Youdao (Hong Kong) Limited,4.2,Varies with device,-1.0,-1.0,90.0,180.0,3,6,12,2020,50000000,-1,0
U-Class: The Learning App,"Visit website
uclass.youdao@gmail.com
Privacy Policy
1/F, Xiu Ping Commercial Building, 104 Jervois Street, Sheung Wan, Hong Kong",Education,$0 - $0 per item,"Users Interact, In-App Purchases","['September', '16', '', '2019']","Rated for 3+
Learn More","1,000,000+",2162,Youdao (Hong Kong) Limited,3.3,4.1 and up,-1.0,1.0,0.0,0.0,3,9,16,2019,1000000,4.1,4
صور حرف F,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","10,000+",137,YounEXE,4.2,4.1 and up,4.2,12.0,0.0,0.0,3,3,18,2020,10000,4.1,0
صور حرف H,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","5,000+",28,YounEXE,4.5,4.1 and up,4.2,14.0,0.0,0.0,3,3,18,2020,5000,4.1,0
صور حرف J,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","10,000+",31,YounEXE,4.6,4.1 and up,4.2,8.0,0.0,0.0,3,3,18,2020,10000,4.1,0
صور حرف K,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","10,000+",0,YounEXE,-1.0,4.1 and up,4.2,7.0,0.0,0.0,3,3,18,2020,10000,4.1,0
صور حرف N,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","5,000+",0,YounEXE,-1.0,4.1 and up,4.2,14.0,0.0,0.0,3,3,18,2020,5000,4.1,0
صور حرف R,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","10,000+",59,YounEXE,4.3,4.1 and up,4.2,8.0,0.0,0.0,3,3,18,2020,10000,4.1,0
صور حرف W,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['March', '18', '', '2020']","Rated for 3+
Learn More","10,000+",0,YounEXE,-1.0,4.1 and up,4.2,7.0,0.0,0.0,3,3,18,2020,10000,4.1,0
صور حرف Z,"Visit website
yonsmomo@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['May', '2', '', '2020']","Rated for 3+
Learn More","10,000+",90,YounEXE,4.2,4.1 and up,4.2,14.0,0.0,0.0,3,5,2,2020,10000,4.1,0
"Anime Music Radio - J-pop, J-rock","ysf.cyln93@gmail.com
Privacy Policy",Music & Audio,$0 - $0 per item,No Interactive Elements,"['May', '9', '', '2020']","Rated for 3+
Learn More","1,000+",54,ysf.cyln,4.8,5.0 and up,6.8,1.0,0.0,0.0,3,5,9,2020,1000,5.0,0
"Noizz-Formerly Biugo, Photo Video Maker, Hot Video","Visit website
noizzreport@gmail.com
Privacy Policy
60 Paya Lebar Road,#08-43 Paya Lebar Square,Singapore 409051",Tools,"₹60.00 - ₹5,400.00 per item",Users Interact,"['June', '24', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","50,000,000+",263043,biugo,4.2,4.4 and up,-1.0,4.0,60.0,5400.0,12,6,24,2020,50000000,4.4,1
"Biugo-Magic Video Editor , Photo video Maker","Visit website
noizzreport@gmail.com
Privacy Policy
60 Paya Lebar Road,#08-43 Paya Lebar Square,Singapore 409051",Tools,"₹60.00 - ₹9,400.00 per item",No Interactive Elements,"['June', '24', '', '2020']","Rated for 3+
Learn More","10,000,000+",35608,biugo,4.2,5.0 and up,-1.0,3.0,60.0,9400.0,3,6,24,2020,10000000,5.0,0
HAGO - Play With New Friends,"Visit website
hagogamez@gmail.com
Privacy Policy
8 TEMASEK BOULEVARD #08-05 SUNTEC TOWER THREE SINGAPORE.038988",Social,"₹10.00 - ₹25,200.00 per item","Users Interact, Shares Location","['June', '23', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",4807385,Hago Games,4.1,4.3 and up,-1.0,3.0,10.0,25200.0,12,6,23,2020,100000000,4.3,5
Z Digital - Z101,"Visit website
info@z101fm.com
Privacy Policy",News & Magazines,$0 - $0 per item,No Interactive Elements,"['June', '9', '', '2017']","Rated for 3+
Learn More","100,000+",1436,GTB Radiodifusores S.R.L.,4.2,Varies with device,-1.0,-1.0,0.0,0.0,3,6,9,2017,100000,-1,0
ZAKZAK Lite: Live chat & video chat with friends,"helloindia.helloworld@gmail.com
Privacy Policy
Hong Kong",Social,"₹69.00 - ₹24,900.00 per item","Users Interact, Shares Location, In-App Purchases","['June', '17', '', '2020']","Rated for 18+
Learn More","1,000,000+",5241,ZAKZAK Pro Labs,4.6,5.0 and up,28.0,1.0,69.0,24900.0,18,6,17,2020,1000000,5.0,8
Z-App (Rife App),"Visit website
zappkit@zappkit.com
Privacy Policy
Reykjavíkurvegur 22, 220 Hafnarfjörður, Iceland",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['May', '18', '', '2020']","Rated for 3+
Learn More","10,000+",483,Allt Hitt ehf,4.3,4.4 and up,8.0,2.0,0.0,0.0,3,5,18,2020,10000,4.4,0
Tournament Z Champion Royal,"Visit website
nzuinltdgame@gmail.com
Privacy Policy",Arcade,$0 - $0 per item,No Interactive Elements,"['January', '17', '', '2020']","Rated for 3+
Learn More","100,000+",499,nzuinltdgame,3.5,3.1 and up,15.0,1.0,0.0,0.0,3,1,17,2020,100000,3.1,0
R Language Reference Guide,"zdivdev@gmail.com
Privacy Policy",Books & Reference,$0 - $0 per item,No Interactive Elements,"['October', '19', '', '2019']","Rated for 3+
Learn More","10,000+",92,Zdiv,4.0,4.0 and up,2.9,1.0,0.0,0.0,3,10,19,2019,10000,4.0,0
Z Dragon Champion,"Visit website
ldatgames20@gmail.com
Privacy Policy",Arcade,$0 - $0 per item,No Interactive Elements,"['February', '14', '', '2020']","Rated for 3+
Learn More","50,000+",218,ldatgames20,3.5,4.0 and up,55.0,1.0,0.0,0.0,3,2,14,2020,50000,4.0,0
M Cube,"martin.zemanik37@gmail.com
Privacy Policy
Raková 1491 02351 Raková Slovakia",Puzzle,$0 - $0 per item,No Interactive Elements,"['May', '29', '', '2019']","Rated for 3+
Learn More","50,000+",174,Martin Zemaník,3.8,4.1 and up,14.0,1.0,0.0,0.0,3,5,29,2019,50000,4.1,0
Zero - Fasting Tracker,"Visit website
support@zerofasting.com
Privacy Policy
237 Kearny Street #9239 San Francisco, CA 94108",Health & Fitness,"₹900.00 - ₹6,300.00 per item",Digital Purchases,"['June', '15', '', '2020']","Rated for 3+
Learn More","1,000,000+",28796,"Big Sky Health, Inc.",4.5,5.0 and up,56.0,2.0,900.0,6300.0,3,6,15,2020,1000000,5.0,2
Z Stick: Battle of Dragon Super Warrior,"zgame@gmail.com
Privacy Policy
North Jakarta City",Arcade,"₹85.00 - ₹4,200.00 per item",In-Game Purchases,"['July', '29', '', '2019']","Rated for 7+
Mild Violence
Learn More","1,000,000+",25266,ZGAME-STICK,4.3,4.1 and up,28.0,1.0,85.0,4200.0,7,7,29,2019,1000000,4.1,3
🐲 Z Warrior: War Of Stick Fighter,"zgame@gmail.com
Privacy Policy
North Jakarta City",Arcade,"₹85.00 - ₹8,300.00 per item",In-Game Purchases,"['April', '6', '', '2020']","Rated for 12+
Moderate Violence
Learn More","100,000+",1513,ZGAME-STICK,4.3,4.4 and up,69.0,1.0,85.0,8300.0,12,4,6,2020,100000,4.4,3
Ctrl F - Live camera search,"Visit website
stuckinbasementstudio@gmail.com
Privacy Policy",Productivity,$0 - $0 per item,No Interactive Elements,"['April', '7', '', '2018']","Rated for 3+
Learn More","5,000+",34,StuckInBasement,3.9,4.0.3 and up,2.5,0.0,0.0,0.0,3,4,7,2018,5000,4.0.3,0
"iReader - Novel,Comic","Visit website
support@ireader.com
Privacy Policy
3/F, 230 Ki Lung Street,Sham Shui Po 九龍城, 九龍 Hong Kong",Books & Reference,"₹59.00 - ₹5,000.00 per item",Digital Purchases,"['June', '19', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","1,000,000+",40738,iReader Inc.,4.3,4.1 and up,21.0,8.0,59.0,5000.0,12,6,19,2020,1000000,4.1,2
TikTok Wall Picture,"Visit website
feedback@tiktok.com
Privacy Policy
10100 Venice Boulevard, Suite 301 Culver City CA 90232 United States",Tools,$0 - $0 per item,No Interactive Elements,"['May', '7', '', '2020']","Rated for 3+
Learn More","50,000,000+",60416,TikTok Inc.,3.9,4.1 and up,166.0,15.0,0.0,0.0,3,5,7,2020,50000000,4.1,0
TikTok,"Visit website
feedback@tiktok.com
Privacy Policy
10100 Venice Boulevard, Suite 301 Culver City CA 90232 United States",Social,"₹80.00 - ₹8,300.00 per item",Users Interact,"['June', '24', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","1,000,000,000+",21044657,TikTok Inc.,4.0,4.1 and up,90.0,16.0,80.0,8300.0,12,6,24,2020,1000000000,4.1,1
TikTok Lite - Watch Funny Videos,"feedback@tiktok.com
Privacy Policy
10 ANSON ROAD #10-08 INTERNATIONAL PLAZA SINGAPORE（079903）",Video Players & Editors,$0 - $0 per item,"Users Interact, Shares Location","['June', '22', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",526251,TikTok PTE.ltd.,3.4,4.1 and up,32.0,4.0,0.0,0.0,12,6,22,2020,100000000,4.1,5
Z Hyper Dimension : Saiyan Champion Heroes,"Visit website
mchiarcadegame@gmail.com
Privacy Policy",Action,$0 - $0 per item,No Interactive Elements,"['November', '21', '', '2019']","Rated for 3+
Learn More","50,000+",434,mchi arcade game,3.8,4.0 and up,50.0,1.0,0.0,0.0,3,11,21,2019,50000,4.0,0
Z Hunting Day: To Live or Die,"eKrBlhIOpt@gmail.com
Privacy Policy",Action,"₹170.00 - ₹5,900.00 per item",In-Game Purchases,"['May', '22', '', '2019']","Rated for 16+
Strong Violence
Learn More","1,000,000+",17713,Mad Fun,3.2,2.3 and up,95.0,1.0,170.0,5900.0,16,5,22,2019,1000000,2.3,3
Z Status - Best Status Videos,"googalrohit82@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,Users Interact,"['June', '9', '', '2019']","Rated for 12+
Parental Guidance Recommended
Learn More","10,000+",63,googalrohit,3.3,5.0 and up,8.9,1.0,0.0,0.0,12,6,9,2019,10000,5.0,1
Crime Wars S. Andreas,"Visit website
xlabsgames@gmail.com
Privacy Policy
61145 Kharkiv",Racing,$0 - $0 per item,No Interactive Elements,"['April', '12', '', '2017']","Rated for 16+
Strong Violence
Learn More","500,000+",6844,Extereme Games,3.9,2.3 and up,93.0,1.0,0.0,0.0,16,4,12,2017,500000,2.3,0
Q-100,"Visit website
xyzcctv123@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['November', '5', '', '2019']","Rated for 3+
Learn More",500+,0,ANTAIVISION,-1.0,4.1 and up,23.0,1.0,0.0,0.0,3,11,5,2019,500,4.1,0
SHEIN-Fashion Shopping Online,"Visit website
service@shein.com
Privacy Policy",Shopping,$0 - $0 per item,Users Interact,"['June', '25', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",1252957,"ZOETOP BUSINESS CO., LIMITED",4.6,4.2 and up,31.0,7.0,0.0,0.0,12,6,25,2020,100000000,4.2,1
Learn C++,"Visit website
hello@programminghub.io
Privacy Policy
RightSol PTE LTD WeWork 1161 Mission St San Francisco, CA 94103",Education,"₹490.00 - ₹11,700.00 per item","Users Interact, In-App Purchases","['June', '14', '', '2020']","Rated for 3+
Learn More","1,000,000+",17946,Coding and Programming,4.7,Varies with device,-1.0,-1.0,490.0,11700.0,3,6,14,2020,1000000,-1,4
NTES,"Visit website
help.ntes@gmail.com
Privacy Policy",Travel & Local,$0 - $0 per item,No Interactive Elements,"['May', '11', '', '2020']","Rated for 3+
Learn More","10,000,000+",280451,Centre for Railway Information Systems,4.3,4.2 and up,7.7,13.0,0.0,0.0,3,5,11,2020,10000000,4.2,0
IRCTC Rail Connect,"Visit website
care@irctc.co.in
Privacy Policy",Travel & Local,$0 - $0 per item,"Users Interact, Shares Info, Digital Purchases","['June', '25', '', '2020']","Rated for 3+
Learn More","10,000,000+",1630039,IRCTC Official,4.3,5.0 and up,15.0,3.0,0.0,0.0,3,6,25,2020,10000000,5.0,7
Learn C#,"Visit website
hello@prghub.com
Privacy Policy
RightSol PTE LTD WeWork 1161 Mission St San Francisco, CA 94103",Education,"₹490.00 - ₹11,700.00 per item",In-App Purchases,"['March', '27', '', '2020']","Rated for 3+
Learn More","10,000+",364,Coding and Programming,4.5,5.0 and up,11.0,1.0,490.0,11700.0,3,3,27,2020,10000,5.0,3
Deník N,"Visit website
info@denikn.cz
Privacy Policy",News & Magazines,$0 - $0 per item,No Interactive Elements,"['September', '4', '', '2019']","Rated for 3+
Learn More","10,000+",118,N Media a.s.,4.2,4.0.3 and up,11.0,1.0,0.0,0.0,3,9,4,2019,10000,4.0.3,0
N-Back,p@wie.cz,Puzzle,$0 - $0 per item,No Interactive Elements,"['February', '15', '', '2016']","Rated for 3+
Learn More","10,000+",461,Piotr Wieczorek,4.5,2.1 and up,930.0,1.0,0.0,0.0,3,2,15,2016,10000,2.1,0
X Launcher Lite for Phone 11- OS 13 Theme Launcher,"poplockerteam@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '10', '', '2020']","Rated for 3+
Learn More","50,000+",801,X Launcher Team - Hide App,4.6,4.1 and up,13.0,1.0,0.0,0.0,3,1,10,2020,50000,4.1,0
X Launcher Pro for Phone X - OS 13 Theme Launcher,"poplockerteam@gmail.com
Privacy Policy",Tools,₹139.99 per item,In-App Purchases,"['January', '14', '', '2020']","Rated for 3+
Learn More","100,000+",1223,X Launcher Team - Hide App,4.4,4.1 and up,13.0,1.0,139.99,139.99,3,1,14,2020,100000,4.1,3
P-Count Mobile,"Visit website
info@steinberg-traffic.com
Privacy Policy",Maps & Navigation,$0 - $0 per item,No Interactive Elements,"['May', '29', '', '2016']","Rated for 3+
Learn More","10,000+",96,Steinberg Verkehrstechnik GmbH,4.1,2.2 and up,1.1,1.0,0.0,0.0,3,5,29,2016,10000,2.2,0
G-MoN,"Visit website
pynetmony@googlemail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['March', '28', '', '2020']","Rated for 3+
Learn More","500,000+",4703,C. Knuetter,4.0,2.3.3 and up,4.0,4.0,0.0,0.0,3,3,28,2020,500000,2.3.3,0
[verify-U] VideoIdent,"Visit website
app@cybits.de
Privacy Policy
Peter-Sander-Str. 41a 55252 Mainz-Kastel Deutschland",Communication,$0 - $0 per item,No Interactive Elements,"['March', '8', '', '2019']","Rated for 3+
Learn More","10,000+",202,verify-u GmbH,2.3,5.0 and up,14.0,2.0,0.0,0.0,3,3,8,2019,10000,5.0,0
Free G-Meter,"g-meter@mjustus.de
Privacy Policy
Maik Justus Brühlstr. 17 D-72127 Kusterdingen",Tools,$0 - $0 per item,No Interactive Elements,"['May', '23', '', '2018']","Rated for 3+
Learn More","10,000+",188,mjustus,4.1,2.3.3 and up,710.0,1.0,0.0,0.0,3,5,23,2018,10000,2.3.3,0
Video & TV Cast | Chromecast,"Visit website
info@video-tv-cast.com
Privacy Policy
Kraus und Karnath GbR Graf-Adolf-Straße 41 40210 Düsseldorf Germany",Video Players & Editors,₹110.00 - ₹240.00 per item,No Interactive Elements,"['March', '23', '', '2020']","Rated for 3+
Learn More","10,000,000+",21351,2kit consulting,3.2,4.1 and up,8.8,2.0,110.0,240.0,3,3,23,2020,10000000,4.1,0
Downloader - Free Video Downloader App,"Visit website
northpark.android@gmail.com
Privacy Policy
152 BEACH ROAD #14-02 GATEWAY EAST, SINGAPORE",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['June', '22', '', '2020']","Rated for 3+
Learn More","10,000,000+",38456,Leap Fitness Group,4.2,5.1 and up,9.7,1.0,0.0,0.0,3,6,22,2020,10000000,5.1,0
Learn C Programming,"Visit website
contact@earthcoding.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['April', '18', '', '2020']","Rated for 3+
Learn More","1,000+",35,InnoWaysIT Apps,4.6,5.1 and up,3.0,20.0,0.0,0.0,3,4,18,2020,1000,5.1,0
J Alvarez,"Visit website
support@escapex.com
Privacy Policy
Unit H, 12th Floor, Legend Tower, 7 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",Music & Audio,"₹131.94 - ₹26,000.00 per item","Users Interact, Digital Purchases","['February', '26', '', '2020']","Rated for 18+
Sex, Strong Language
Learn More","1,000,000+",26637,escapex Limited,4.4,5.1 and up,43.0,1.0,131.94,26000.0,18,2,26,2020,1000000,5.1,3
UP B.Ed Entrance Exam 2020,"Visit website
examplusindia@gmail.com
Privacy Policy",Education,$0 - $0 per item,"Users Interact, Shares Location","['February', '20', '', '2020']","Rated for 3+
Learn More","5,000+",30,ExamPlus,2.9,4.1 and up,7.6,1.0,0.0,0.0,3,2,20,2020,5000,4.1,5
Theme for C Launcher,"Visit website
rizwanu447@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,Users Interact,"['January', '12', '', '2019']","Rated for 3+
Learn More","10,000+",177,Sameer Technologies,4.6,3.0 and up,9.8,1.0,0.0,0.0,3,1,12,2019,10000,3.0,1
Video Downloader for Facebook Video Downloader,"Visit website
cameras.ideas@gmail.com
Privacy Policy
27 Maywood Road, Delmar, NY, United States of America",Video Players & Editors,₹190.00 per item,No Interactive Elements,"['May', '24', '', '2020']","Rated for 3+
Learn More","10,000,000+",147184,InShot Inc.,4.8,4.4 and up,8.4,1.0,190.0,190.0,3,5,24,2020,10000000,4.4,0
b-bark,"Visit website
support@belectro.fi
Privacy Policy",Sports,$0 - $0 per item,"Shares Location, In-App Purchases","['December', '6', '', '2019']","Rated for 3+
Learn More","100,000+",780,Belectro Oy,4.5,Varies with device,-1.0,3.0,0.0,0.0,3,12,6,2019,100000,-1,7
S-mobiili,"Visit website
Mobiilisovellus.S-PankkiOy@sok.fi
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['June', '15', '', '2020']","Rated for 3+
Learn More","1,000,000+",15578,S-Pankki Oy,3.4,4.4 and up,43.0,2.0,0.0,0.0,3,6,15,2020,1000000,4.4,0
Flashlight,"Visit website
app.support@alphainventor.com
Privacy Policy
ChoSunNaeHwa Bld. 4050 Ho, 577, Seolleung-ro, Gangnam-gu, Seoul, Korea",Productivity,$0 - $0 per item,No Interactive Elements,"['March', '9', '', '2020']","Rated for 3+
Learn More","10,000,000+",216900,Flashlight + Clock,4.5,Varies with device,-1.0,-1.0,0.0,0.0,3,3,9,2020,10000000,-1,0
Mon Magasin U : Promos et CARTE U,"Visit website
suggestions.mobile@systeme-u.fr
Privacy Policy",Shopping,$0 - $0 per item,No Interactive Elements,"['June', '23', '', '2020']","Rated for 3+
Learn More","500,000+",3981,Magasins U,3.9,4.3 and up,23.0,4.0,0.0,0.0,3,6,23,2020,500000,4.3,0
S-money - Paiement mobile,"Visit website
support@s-money.fr
Privacy Policy",Finance,$0 - $0 per item,"Users Interact, Shares Info","['May', '28', '', '2018']","Rated for 3+
Learn More","10,000+",150,S-money | Groupe BPCE,3.0,2.3.3 and up,13.0,2.0,0.0,0.0,3,5,28,2018,10000,2.3.3,5
Free Video Downloader - Video Downloader App,"Visit website
abishkking@gmail.com
Privacy Policy
Vistra Corporate Services Centre, Wickhams Cay II, Road Town, Tortola, VG1110, British Virgin Islands",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['May', '24', '', '2020']","Rated for 12+
Sex
Learn More","100,000,000+",277657,Simple Design Ltd.,4.1,5.1 and up,9.0,1.0,0.0,0.0,12,5,24,2020,100000000,5.1,0
Turbo VPN- Free VPN Proxy Server & Secure Service,"Visit website
turbovpn@inconnecting.com
Privacy Policy
SOUTH BEACH TOWER, SINGAPORE",Tools,"₹65.00 - ₹3,400.00 per item",No Interactive Elements,"['June', '13', '', '2020']","Rated for 3+
Learn More","100,000,000+",3930055,Innovative Connecting,4.5,Varies with device,-1.0,3.0,65.0,3400.0,3,6,13,2020,100000000,-1,0
F/Mobile,"Visit website
ftgestoradados@gmail.com
Privacy Policy",Maps & Navigation,$0 - $0 per item,No Interactive Elements,"['April', '16', '', '2020']","Rated for 3+
Learn More","100,000+",887,Fulltime Gestora de Dados Ltda,3.8,4.1 and up,23.0,5.0,0.0,0.0,3,4,16,2020,100000,4.1,0
HD Video Downloader App - 2019,"Visit website
northpark.android@gmail.com
Privacy Policy
152 BEACH ROAD #14-02 GATEWAY EAST, SINGAPORE",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['June', '12', '', '2020']","Rated for 3+
Learn More","50,000,000+",136963,Leap Fitness Group,4.3,5.1 and up,8.9,1.0,0.0,0.0,3,6,12,2020,50000000,5.1,0
I love you live wallpaper,"hdwallpaperthemes@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['May', '21', '', '2020']","Rated for 3+
Learn More","10,000,000+",24115,HD Wallpaper themes,4.2,4.2 and up,12.0,14.0,0.0,0.0,3,5,21,2020,10000000,4.2,0
"Live Wallpapers 4K, Backgrounds 3D/HD - Pixel 4D","Visit website
support@helectronsoft.com
Privacy Policy
Κυκλάδων 7 Κηφισιά",Personalization,₹10.00 - ₹150.00 per item,In-App Purchases,"['June', '24', '', '2020']","Rated for 7+
Mild Violence
Learn More","10,000,000+",181276,Apps and Live Wallpapers by HelectronSoft,4.4,6.0 and up,5.5,2.0,10.0,150.0,7,6,24,2020,10000000,6.0,3
Perform-V App,"Visit website
jesper.rage@musictribe.com
Privacy Policy
#260, 4396 West Saanich Road Victoria BC V8Z 3E9 Canada",Music & Audio,$0 - $0 per item,No Interactive Elements,"['February', '15', '', '2017']","Rated for 3+
Learn More","10,000+",114,TC-Helicon Vocal Technologies,4.0,4.1 and up,-1.0,-1.0,0.0,0.0,3,2,15,2017,10000,4.1,0
Home Workout - No Equipment,"Visit website
northpark.android@gmail.com
Privacy Policy
152 BEACH ROAD #14-02 GATEWAY EAST, SINGAPORE",Health & Fitness,"₹180.00 - ₹3,350.00 per item",No Interactive Elements,"['June', '2', '', '2020']","Rated for 3+
Learn More","100,000,000+",1102723,Leap Fitness Group,4.8,4.4 and up,16.0,1.0,180.0,3350.0,3,6,2,2020,100000000,4.4,0
J Cole Lyrics,"Visit website
hopangga@gmail.com
Privacy Policy",Entertainment,$0 - $0 per item,No Interactive Elements,"['April', '26', '', '2020']","Rated for 16+
Strong Language
Learn More","1,000+",10,Hopangga,4.8,4.1 and up,9.2,2.0,0.0,0.0,16,4,26,2020,1000,4.1,0
K-Link Commerce,"Visit website
knetmobileapp@gmail.com
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['July', '30', '', '2019']","Rated for 3+
Learn More","10,000+",820,PT K Link Indonesia,4.6,4.1 and up,40.0,1.0,0.0,0.0,3,7,30,2019,10000,4.1,0
BOTIM - Unblocked Video Call and Voice Call,"Visit website
feedback@botim.me
Privacy Policy
156 2nd St, San Francisco, CA 94105",Communication,"₹70.00 - ₹1,700.00 per item",Users Interact,"['June', '8', '', '2020']","Rated for 3+
Learn More","10,000,000+",530253,Algento Cloud Computing Limited,4.3,5.0 and up,53.0,2.0,70.0,1700.0,3,6,8,2020,10000000,5.0,1
Aaj Tak Live TV News - Latest Hindi India News App,"Visit website
indiatodayapps@gmail.com
Privacy Policy
FC-8, Sector-16A Film City, Noida, Uttar Pradesh 201301",News & Magazines,$0 - $0 per item,Users Interact,"['February', '20', '', '2020']","Rated for 3+
Learn More","50,000,000+",193026,TV Today Network Limited,3.5,4.4 and up,14.0,8.0,0.0,0.0,3,2,20,2020,50000000,4.4,1
"Amazon Shopping, UPI, Money Transfer, Bill Payment","Visit website
feedback-amazon-app-android@amazon.com
Privacy Policy
Amazon Mobile LLC 500 9th Avenue N, Seattle, WA 98109",Shopping,$0 - $0 per item,Users Interact,"['June', '18', '', '2020']","Rated for 3+
Learn More","100,000,000+",5525830,Amazon Mobile LLC,4.3,Varies with device,-1.0,-1.0,0.0,0.0,3,6,18,2020,100000000,-1,1
B COM FINANCIAL ACCOUNTING NAGPUR,"Visit website
vaibhav.menghal@gmail.com",Education,$0 - $0 per item,No Interactive Elements,"['March', '1', '', '2019']","Rated for 3+
Learn More","50,000+",173,FOCUS INFOMEDIA,4.1,4.0.3 and up,29.0,1.0,0.0,0.0,3,3,1,2019,50000,4.0.3,0
ePathshala,"Visit website
ncertapps@gmail.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['May', '27', '', '2020']","Rated for 3+
Learn More","1,000,000+",30817,NCERT,4.2,4.1 and up,7.5,2.0,0.0,0.0,3,5,27,2020,1000000,4.1,0
UMANG,"Visit website
customercare@umang.gov.in
Privacy Policy",Productivity,$0 - $0 per item,Shares Info,"['June', '26', '', '2020']","Rated for 3+
Learn More","10,000,000+",105013,"MeitY, Government Of India",4.3,4.4 and up,14.0,2.0,0.0,0.0,3,6,26,2020,10000000,4.4,4
e-School,"Visit website
info@patelsolutions.in
Patel Solutions, Patel Niwas-2B/47, Chitrakut Nagar, Digha, Danapur, Patna-800012",Education,$0 - $0 per item,Unrestricted Internet,"['May', '24', '', '2019']","Rated for 3+
Learn More","5,000+",46,Patel Solutions,4.2,4.4 and up,8.0,0.0,0.0,0.0,3,5,24,2019,5000,4.4,5
ShareChat - Made in India,"Visit website
contact@sharechat.co
Privacy Policy
Mohalla Tech Private Limited, 3rd floor, Sri Ranga Building, 2/1 Hosur Main Road, DRC Post, Bengaluru 560029",Social,$0 - $0 per item,Users Interact,"['June', '26', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",1460327,ShareChat,4.4,4.1 and up,28.0,1.0,0.0,0.0,12,6,26,2020,100000000,4.1,1
MyGov,"Visit website
developers@mygov.in
Privacy Policy
CEO office, MyGov 3rd Floor Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi: 110003 Ministry of Communications & Information Technology (Government of India)",Social,$0 - $0 per item,Users Interact,"['June', '22', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","1,000,000+",37214,MyGovIndia,4.6,5.0 and up,7.1,2.0,0.0,0.0,12,6,22,2020,1000000,5.0,1
BHIM - MAKING INDIA CASHLESS,"Visit website
contact.bhim@npci.org.in
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['May', '18', '', '2020']","Rated for 3+
Learn More","50,000,000+",714386,National Payments Corporation of India (NPCI),4.4,5.0 and up,-1.0,2.0,0.0,0.0,3,5,18,2020,50000000,5.0,0
